fd,model,loss,window,lr,hp,seed,val_rmse,test_rmse,nasa,sec
FD003,bilstm,mse,30,0.0005,"hid128,layers1,p0.2",7,12.036,14.311,563.2,28.7
FD003,bilstm,asym,50,0.0005,"hid128,layers1,p0.2",7,11.179,13.151,293.7,48.4
FD003,bilstm,asym,30,0.0005,"hid128,layers1,p0.3",7,11.747,14.451,579.9,32.4
FD003,bilstm,mse,50,0.0005,"hid128,layers2,p0.2",7,11.371,14.499,540.7,55.0
FD003,bilstm,mse,30,0.0005,"hid128,layers2,p0.3",7,10.93,13.753,458.6,36.7
FD003,bilstm,asym,50,0.0005,"hid128,layers2,p0.3",7,11.253,14.345,537.7,49.6
FD003,cnnlstm,asym,30,0.0005,"ch32,hid64,p0.2",7,11.673,13.108,508.5,33.3
FD003,cnnlstm,mse,50,0.0005,"ch32,hid64,p0.3",7,11.176,14.507,733.0,22.8
FD003,cnnlstm,mse,30,0.0005,"ch32,hid96,p0.2",7,12.162,14.305,965.0,23.2
FD003,cnnlstm,asym,50,0.0005,"ch32,hid96,p0.2",7,11.586,13.507,743.7,20.5
FD003,cnnlstm,asym,30,0.0005,"ch32,hid96,p0.3",7,11.265,12.959,411.2,28.7
FD003,cnnlstm,mse,50,0.0005,"ch32,hid128,p0.2",7,10.989,14.253,1009.9,23.7
FD003,cnnlstm,mse,30,0.0005,"ch32,hid128,p0.3",7,12.044,14.261,935.7,22.6
FD003,cnnlstm,asym,50,0.0005,"ch32,hid128,p0.3",7,10.638,13.747,603.2,25.1
FD003,cnnlstm,asym,30,0.0005,"ch64,hid64,p0.2",7,12.178,13.762,657.4,18.7
FD003,cnnlstm,mse,50,0.0005,"ch64,hid64,p0.3",7,11.534,14.69,1001.0,16.7
FD003,cnnlstm,mse,30,0.0005,"ch64,hid96,p0.2",7,11.861,12.226,723.4,18.5
FD003,cnnlstm,asym,50,0.0005,"ch64,hid96,p0.2",7,11.212,12.864,706.2,15.2
FD003,cnnlstm,asym,30,0.0005,"ch64,hid96,p0.3",7,11.86,11.487,463.1,19.7
FD003,cnnlstm,mse,50,0.0005,"ch64,hid128,p0.2",7,10.913,12.623,646.7,22.7
FD003,cnnlstm,mse,30,0.0005,"ch64,hid128,p0.3",7,11.991,15.161,908.8,17.6
