fd,model,loss,window,lr,hp,test_rmse,test_rmse_std,nasa,val_rmse,n
FD002,cnn,mse,30,0.0,"ch32,k7,poolavg,p0.2",16.295,0.738,1226.5,17.818,2
FD002,cnnlstm,asym,30,0.0,"ch32,hid128,p0.3",16.314,,1192.2,16.406,1
FD002,tcn,asym,50,0.001,"ch96,levels4,p0.1",16.377,,1386.6,16.163,1
FD002,cnn,mse,30,0.001,"ch64,k7,poolavg,p0.3",16.394,,1099.1,17.771,1
FD002,tcn,asym,30,0.0,"ch96,levels3,p0.1",16.409,,2064.2,16.963,1
FD002,tcn,mse,30,0.001,"ch96,levels4,p0.2",16.419,,1642.8,16.317,1
FD002,tcn,asym,30,0.001,"ch96,levels3,p0.1",16.426,,1633.8,17.306,1
FD002,tcn,asym,30,0.0,"ch96,levels5,p0.1",16.439,,1283.1,17.25,1
FD002,cnn,asym,30,0.001,"ch32,k7,poolavg,p0.3",16.442,,1240.5,17.041,1
FD002,cnnlstm,mse,30,0.001,"ch64,hid64,p0.3",16.447,,1123.1,17.962,1
FD002,cnn,mse,30,0.001,"ch32,k7,poolavg,p0.2",16.508,,1395.0,17.255,1
FD002,tcn,mse,30,0.001,"ch96,levels3,p0.1",16.558,,1828.8,17.403,1
FD002,svr,-,30,0.0,"C10,gammascale",16.564,,1646.2,19.182,1
FD002,cnn,mse,30,0.0,"ch64,k7,poolavg,p0.3",16.574,,1312.4,18.258,1
FD002,gru,asym,30,0.0,"hid128,layers1,p0.3",16.635,,1159.5,18.169,1
FD002,cnn,asym,30,0.0,"ch96,k7,poolavg,p0.2",16.673,,1319.3,18.317,1
FD002,cnn,asym,30,0.0,"ch32,k7,poolavg,p0.3",16.675,0.412,1313.5,17.844,2
FD002,cnn,mse,30,0.001,"ch64,k7,poolavg,p0.2",16.686,,1135.8,18.184,1
FD002,cnn,mse,30,0.001,"ch96,k7,poolavg,p0.3",16.702,,1261.6,18.444,1
FD002,cnn,asym,30,0.001,"ch64,k7,poolavg,p0.3",16.728,,989.6,18.429,1
FD002,cnn,asym,30,0.001,"ch32,k7,poolavg,p0.2",16.752,1.015,1400.05,17.704,2
FD002,tcn,asym,50,0.0,"ch96,levels3,p0.2",16.843,,1557.7,17.487,1
FD002,tcn,asym,30,0.0,"ch96,levels6,p0.1",16.853,,1300.4,17.029,1
FD002,tcn,asym,50,0.0,"ch96,levels3,p0.1",16.925,,1464.5,18.09,1
FD002,dlinear,mse,50,0.0,kernel15,16.928,,2425.5,15.61,1
FD002,cnnlstm,asym,50,0.0,"ch64,hid64,p0.2",16.941,,999.9,16.628,1
FD002,cnn,asym,30,0.0,"ch64,k7,poolavg,p0.3",16.962,0.388,1189.4,18.228,2
FD002,cnn,asym,30,0.001,"ch64,k7,poolavg,p0.2",16.964,0.472,1142.8,17.867,2
FD002,cnn,asym,30,0.0,"ch128,k7,poolmax,p0.3",16.972,,1376.1,17.962,1
FD002,cnn,mse,30,0.0,"ch64,k7,poolavg,p0.2",17.046,0.643,1304.55,18.16,2
FD002,tcn,asym,50,0.0,"ch64,levels4,p0.2",17.141,,1365.4,16.36,1
FD002,dlinear,mse,50,0.0,kernel35,17.169,,6421.2,15.574,1
FD002,cnn,asym,30,0.0,"ch64,k7,poolavg,p0.2",17.199,,1357.7,17.871,1
FD002,cnn,asym,30,0.0,"ch32,k7,poolavg,p0.2",17.2,,1215.3,18.463,1
FD002,cnnlstm,asym,30,0.0,"ch64,hid64,p0.3",17.219,,1813.3,17.442,1
FD002,cnn,mse,30,0.001,"ch128,k7,poolavg,p0.3",17.22,,1391.9,18.201,1
FD002,cnn,mse,30,0.001,"ch32,k7,poolavg,p0.3",17.236,,1597.1,18.527,1
FD002,cnn,mse,30,0.0,"ch128,k7,poolmax,p0.2",17.255,,1133.4,17.834,1
FD002,cnn,mse,30,0.0,"ch96,k7,poolmax,p0.3",17.255,0.088,1715.5,18.08,2
FD002,cnn,asym,30,0.0,"ch96,k7,poolavg,p0.3",17.312,0.733,1624.55,18.0,2
FD002,cnn,mse,30,0.0,"ch96,k7,poolmax,p0.2",17.314,,2198.3,18.227,1
FD002,cnn,mse,30,0.001,"ch96,k7,poolmax,p0.3",17.457,,1235.5,17.641,1
FD002,cnn,mse,30,0.001,"ch32,k5,poolavg,p0.3",17.51,,1321.9,18.932,1
FD002,cnn,mse,30,0.001,"ch96,k7,poolmax,p0.2",17.546,0.122,1996.55,18.318,2
FD002,cnn,mse,30,0.001,"ch128,k7,poolavg,p0.2",17.591,,1208.8,18.633,1
FD002,cnn,asym,30,0.0,"ch64,k5,poolavg,p0.2",17.601,,1485.2,18.843,1
FD002,dlinear,mse,50,0.0,kernel25,17.607,,7835.3,15.396,1
FD002,cnn,mse,30,0.0,"ch32,k5,poolavg,p0.2",17.639,,1485.5,19.179,1
FD002,cnn,asym,30,0.0,"ch64,k5,poolavg,p0.3",17.696,,1379.7,17.886,1
FD002,cnn,mse,30,0.0,"ch96,k7,poolavg,p0.3",17.696,,1682.9,18.075,1
FD002,rf,-,30,0.0,"n_estimators400,max_depth16",17.738,,1888.5,20.184,1
FD002,cnn,asym,30,0.001,"ch96,k7,poolavg,p0.2",17.755,0.21,1383.95,18.682,2
FD002,cnn,mse,30,0.0,"ch96,k7,poolavg,p0.2",17.804,0.363,1666.95,18.376,2
FD002,cnn,asym,30,0.001,"ch96,k7,poolmax,p0.3",17.871,1.018,1509.4,18.504,2
FD002,cnn,mse,30,0.0,"ch64,k5,poolavg,p0.3",17.935,0.231,1529.1,18.658,2
FD002,cnn,asym,30,0.0,"ch96,k7,poolmax,p0.3",17.951,,1895.3,18.207,1
FD002,cnn,mse,30,0.0,"ch32,k5,poolavg,p0.3",17.977,0.489,1462.5,18.571,2
FD002,gru,asym,50,0.0,"hid64,layers1,p0.2",17.994,,1462.3,19.036,1
FD002,cnn,asym,30,0.001,"ch128,k7,poolmax,p0.2",18.01,,1934.9,19.13,1
FD002,cnn,mse,30,0.001,"ch64,k5,poolavg,p0.2",18.13,0.071,1639.1,19.005,2
FD002,cnn,mse,30,0.001,"ch128,k5,poolavg,p0.3",18.153,,1704.7,19.131,1
FD002,cnn,mse,30,0.0,"ch32,k5,poolmax,p0.2",18.155,,1953.8,19.046,1
FD002,cnn,asym,50,0.0,"ch32,k7,poolavg,p0.3",18.183,,1754.1,16.999,1
FD002,cnn,mse,30,0.0,"ch32,k5,poolmax,p0.3",18.201,,2505.2,19.524,1
FD002,cnn,mse,30,0.0,"ch128,k7,poolmax,p0.3",18.227,1.662,3374.55,19.388,2
FD002,cnn,asym,30,0.001,"ch96,k7,poolmax,p0.2",18.25,,2187.1,18.652,1
FD002,cnn,mse,30,0.001,"ch32,k5,poolavg,p0.2",18.256,2.089,1832.5,19.073,2
FD002,cnn,asym,30,0.0,"ch32,k5,poolavg,p0.2",18.308,,1750.8,18.022,1
FD002,cnn,asym,30,0.001,"ch64,k5,poolmax,p0.2",18.322,,1760.6,19.373,1
FD002,cnn,asym,30,0.0,"ch32,k5,poolmax,p0.2",18.351,0.337,1815.65,19.202,2
FD002,cnn,mse,30,0.001,"ch128,k7,poolmax,p0.2",18.379,0.416,2025.9,19.435,2
FD002,cnn,mse,50,0.001,"ch128,k7,poolmax,p0.3",18.412,,1484.4,17.876,1
FD002,cnn,mse,50,0.0,"ch32,k7,poolavg,p0.2",18.424,,1901.9,17.531,1
FD002,cnnlstm,asym,30,0.0,"ch64,hid64,p0.2",18.461,,1697.4,18.069,1
FD002,cnn,asym,30,0.001,"ch64,k5,poolavg,p0.2",18.469,,1888.3,19.131,1
FD002,cnnlstm,mse,30,0.0,"ch64,hid64,p0.2",18.483,,1882.3,17.842,1
FD002,cnn,asym,30,0.001,"ch128,k7,poolavg,p0.2",18.486,0.671,1880.0,18.67,2
FD002,cnn,asym,30,0.0,"ch128,k7,poolavg,p0.3",18.495,0.89,1804.2,19.133,2
FD002,cnn,mse,30,0.0,"ch128,k7,poolavg,p0.2",18.496,0.271,1630.75,18.822,2
FD002,cnn,asym,30,0.001,"ch32,k5,poolavg,p0.3",18.499,0.856,1586.5,18.789,2
FD002,cnn,asym,30,0.001,"ch128,k7,poolavg,p0.3",18.552,,1367.8,18.344,1
FD002,cnn,asym,30,0.001,"ch96,k5,poolavg,p0.3",18.58,0.986,2340.9,20.101,2
FD002,cnn,mse,50,0.001,"ch32,k7,poolavg,p0.3",18.602,0.804,2342.45,18.212,2
FD002,cnn,asym,30,0.001,"ch32,k5,poolavg,p0.2",18.684,,2020.5,18.984,1
FD002,cnn,asym,30,0.0,"ch64,k7,poolmax,p0.2",18.704,,1621.8,19.274,1
FD002,cnn,asym,30,0.0,"ch32,k5,poolavg,p0.3",18.705,,1474.1,19.0,1
FD002,cnn,mse,30,0.001,"ch64,k5,poolavg,p0.3",18.725,,1579.7,19.196,1
FD002,cnn,asym,30,0.0,"ch128,k5,poolavg,p0.2",18.729,,1814.4,19.639,1
FD002,cnn,mse,50,0.001,"ch32,k7,poolavg,p0.2",18.762,,1961.3,19.259,1
FD002,cnn,mse,30,0.001,"ch128,k7,poolmax,p0.3",18.769,,1595.7,19.439,1
FD002,cnn,asym,50,0.001,"ch32,k7,poolavg,p0.2",18.781,,1482.4,17.78,1
FD002,cnn,asym,30,0.0,"ch32,k5,poolmax,p0.3",18.809,,1637.9,18.808,1
FD002,cnn,mse,30,0.001,"ch96,k7,poolavg,p0.2",18.869,,1626.3,19.61,1
FD002,cnn,asym,30,0.0,"ch96,k7,poolmax,p0.2",18.888,,1632.2,18.456,1
FD002,cnn,asym,30,0.001,"ch64,k5,poolavg,p0.3",18.89,0.781,2190.15,19.008,2
FD002,cnn,mse,30,0.0,"ch64,k5,poolavg,p0.2",18.924,,1769.6,19.192,1
FD002,cnn,asym,30,0.0,"ch128,k7,poolavg,p0.2",18.953,,1824.6,19.043,1
FD002,cnn,mse,30,0.0,"ch128,k7,poolavg,p0.3",18.956,,2071.9,19.214,1
FD002,cnn,mse,50,0.0,"ch128,k7,poolavg,p0.2",18.973,,1679.6,19.344,1
FD002,cnn,asym,50,0.001,"ch64,k7,poolavg,p0.2",19.01,,1733.7,20.312,1
FD002,cnn,asym,30,0.001,"ch64,k3,poolavg,p0.2",19.015,,1951.7,20.021,1
FD002,cnn,mse,30,0.0,"ch96,k5,poolavg,p0.3",19.052,0.339,2123.4,19.846,2
FD002,cnn,asym,30,0.001,"ch96,k7,poolavg,p0.3",19.152,,1628.8,19.049,1
FD002,cnn,mse,50,0.001,"ch64,k7,poolavg,p0.2",19.155,,2460.1,18.243,1
FD002,cnn,mse,30,0.001,"ch96,k5,poolavg,p0.3",19.156,,2000.5,19.991,1
FD002,cnn,asym,30,0.0,"ch64,k5,poolmax,p0.3",19.18,,2157.1,20.318,1
FD002,cnn,mse,30,0.0,"ch128,k5,poolavg,p0.3",19.212,1.363,2083.55,19.933,2
FD002,cnn,mse,30,0.001,"ch32,k3,poolavg,p0.3",19.218,0.493,3936.35,19.88,2
FD002,cnn,mse,30,0.0,"ch64,k3,poolavg,p0.2",19.219,,3087.3,20.138,1
FD002,cnn,asym,50,0.001,"ch32,k7,poolavg,p0.3",19.275,,4319.3,18.631,1
FD002,cnn,mse,30,0.001,"ch96,k5,poolavg,p0.2",19.278,0.385,2088.1,19.974,2
FD002,cnn,mse,30,0.001,"ch128,k5,poolavg,p0.2",19.294,0.175,2373.9,19.288,2
FD002,cnn,mse,50,0.0,"ch128,k7,poolmax,p0.2",19.318,4.869,3043.4,19.546,2
FD002,cnn,asym,50,0.0,"ch128,k7,poolmax,p0.3",19.372,5.033,2342.2,19.445,2
FD002,cnn,mse,30,0.001,"ch32,k3,poolavg,p0.2",19.451,,7568.6,20.613,1
FD002,cnn,mse,30,0.001,"ch64,k3,poolavg,p0.2",19.469,,2812.0,21.22,1
FD002,cnn,mse,30,0.0,"ch32,k3,poolavg,p0.2",19.522,1.146,6940.7,19.93,2
FD002,cnn,mse,30,0.0,"ch64,k7,poolmax,p0.3",19.525,1.73,2349.2,19.424,2
FD002,cnn,mse,30,0.001,"ch96,k3,poolavg,p0.2",19.529,,2784.3,20.302,1
FD002,cnn,asym,30,0.0,"ch96,k5,poolavg,p0.2",19.534,,1918.2,19.147,1
FD002,ridge,-,30,0.0,alpha10.0,19.539,,1867.8,20.327,1
FD002,ridge,-,30,0.0,alpha1.0,19.552,,1869.7,20.369,1
FD002,cnn,asym,30,0.0,"ch96,k5,poolavg,p0.3",19.608,,2218.9,20.277,1
FD002,cnn,asym,30,0.001,"ch32,k3,poolavg,p0.2",19.624,0.907,3812.3,19.946,2
FD002,cnn,mse,50,0.0,"ch96,k7,poolmax,p0.3",19.629,,3021.0,21.713,1
FD002,cnn,asym,50,0.001,"ch128,k7,poolavg,p0.2",19.659,,1963.5,20.458,1
FD002,cnn,asym,30,0.0,"ch32,k3,poolavg,p0.2",19.676,1.095,4304.3,19.668,2
FD002,cnn,mse,50,0.0,"ch64,k7,poolavg,p0.3",19.725,,2149.6,19.015,1
FD002,cnn,asym,30,0.001,"ch96,k3,poolavg,p0.3",19.728,,2333.5,20.037,1
FD002,cnn,mse,30,0.0,"ch128,k3,poolavg,p0.2",19.742,,2659.3,20.735,1
FD002,cnn,asym,30,0.0,"ch64,k3,poolavg,p0.3",19.747,,2398.7,20.041,1
FD002,cnn,asym,30,0.001,"ch96,k5,poolavg,p0.2",19.752,,1990.8,20.454,1
FD002,cnn,asym,30,0.001,"ch128,k7,poolmax,p0.3",19.794,0.223,1635.3,19.647,2
FD002,cnn,mse,30,0.001,"ch64,k3,poolavg,p0.3",19.794,0.54,3098.35,20.567,2
FD002,cnn,mse,30,0.0,"ch64,k5,poolmax,p0.2",19.804,,2402.6,20.783,1
FD002,cnn,asym,30,0.001,"ch128,k5,poolavg,p0.2",19.823,,2196.7,19.155,1
FD002,cnn,mse,30,0.001,"ch64,k5,poolmax,p0.3",19.833,1.889,3486.4,21.124,2
FD002,cnn,asym,30,0.001,"ch64,k3,poolavg,p0.3",19.859,,2049.6,20.156,1
FD002,cnn,asym,30,0.0,"ch64,k3,poolavg,p0.2",19.891,0.157,4227.1,19.923,2
FD002,cnn,mse,30,0.001,"ch96,k3,poolavg,p0.3",19.91,0.49,2890.7,20.633,2
FD002,cnn,asym,30,0.001,"ch128,k3,poolavg,p0.2",19.938,,2650.3,21.123,1
FD002,cnn,mse,50,0.001,"ch64,k7,poolavg,p0.3",19.96,0.135,1863.85,18.798,2
FD002,cnn,mse,30,0.001,"ch64,k7,poolmax,p0.3",20.006,,2475.1,20.4,1
FD002,cnn,asym,30,0.001,"ch128,k5,poolmax,p0.3",20.049,,2249.8,20.937,1
FD002,cnn,mse,30,0.0,"ch96,k5,poolavg,p0.2",20.05,,2057.9,21.118,1
FD002,cnn,asym,30,0.0,"ch96,k3,poolavg,p0.2",20.065,0.189,2500.2,20.86,2
FD002,cnn,asym,30,0.0,"ch128,k3,poolavg,p0.3",20.083,,2035.4,20.455,1
FD002,cnn,asym,50,0.0,"ch128,k7,poolavg,p0.3",20.1,,2375.7,20.943,1
FD002,cnn,asym,30,0.0,"ch128,k7,poolmax,p0.2",20.116,,2568.3,20.517,1
FD002,cnn,mse,30,0.001,"ch128,k5,poolmax,p0.2",20.15,,2278.5,20.783,1
FD002,cnn,mse,50,0.0,"ch32,k5,poolavg,p0.3",20.164,,2283.7,19.958,1
FD002,cnn,mse,30,0.001,"ch128,k3,poolavg,p0.3",20.173,0.141,2803.0,21.068,2
FD002,cnn,mse,30,0.001,"ch64,k7,poolmax,p0.2",20.187,0.917,2893.6,20.354,2
FD002,cnn,asym,30,0.001,"ch32,k7,poolmax,p0.3",20.2,1.271,2908.25,20.54,2
FD002,cnn,asym,30,0.001,"ch128,k5,poolmax,p0.2",20.219,,2659.4,20.63,1
FD002,cnn,mse,30,0.0,"ch128,k5,poolavg,p0.2",20.254,,2311.9,19.881,1
FD002,cnn,asym,50,0.001,"ch64,k7,poolavg,p0.3",20.272,,1981.0,18.123,1
FD002,cnn,mse,30,0.0,"ch128,k5,poolmax,p0.3",20.281,,4080.1,21.544,1
FD002,cnn,asym,30,0.001,"ch32,k3,poolavg,p0.3",20.303,,3957.0,19.988,1
FD002,cnn,mse,30,0.001,"ch32,k7,poolmax,p0.3",20.311,,2244.6,19.836,1
FD002,cnn,mse,30,0.0,"ch128,k3,poolavg,p0.3",20.312,,3380.4,20.944,1
FD002,cnn,mse,30,0.001,"ch128,k3,poolavg,p0.2",20.321,,3231.0,20.659,1
FD002,cnn,asym,50,0.0,"ch32,k7,poolavg,p0.2",20.347,1.738,5681147.35,18.55,2
FD002,cnn,mse,30,0.0,"ch96,k5,poolmax,p0.3",20.39,,2352.9,21.064,1
FD002,cnn,asym,50,0.001,"ch96,k7,poolavg,p0.3",20.4,,4900.5,18.518,1
FD002,cnn,asym,30,0.0,"ch96,k3,poolavg,p0.3",20.428,,3317.6,20.688,1
FD002,cnn,asym,30,0.0,"ch32,k3,poolavg,p0.3",20.431,1.133,6475.85,19.926,2
FD002,cnn,mse,30,0.0,"ch96,k3,poolavg,p0.2",20.457,,5680.2,21.367,1
FD002,cnn,asym,30,0.0,"ch32,k7,poolmax,p0.2",20.46,,2352.3,21.089,1
FD002,cnn,asym,30,0.001,"ch128,k5,poolavg,p0.3",20.494,1.399,2523.95,19.808,2
FD002,cnn,asym,30,0.001,"ch64,k7,poolmax,p0.2",20.494,,3593.4,20.433,1
FD002,cnn,asym,30,0.001,"ch96,k3,poolavg,p0.2",20.503,,2929.5,20.895,1
FD002,cnn,mse,30,0.0,"ch64,k3,poolavg,p0.3",20.512,,2943.0,20.551,1
FD002,cnn,mse,30,0.0,"ch128,k5,poolmax,p0.2",20.517,,3052.4,21.061,1
FD002,cnn,asym,30,0.0,"ch128,k3,poolavg,p0.2",20.542,0.634,2714.4,20.596,2
FD002,cnn,asym,30,0.0,"ch128,k5,poolavg,p0.3",20.557,,3755.8,19.989,1
FD002,cnn,mse,50,0.001,"ch128,k7,poolavg,p0.2",20.559,,8748.8,19.402,1
FD002,cnn,mse,50,0.0,"ch32,k7,poolavg,p0.3",20.566,,30513.1,19.578,1
FD002,cnn,asym,50,0.001,"ch128,k7,poolmax,p0.2",20.568,3.99,4060.0,20.346,2
FD002,cnn,mse,50,0.001,"ch128,k7,poolavg,p0.3",20.59,1.185,10618.15,19.762,2
FD002,cnn,asym,30,0.001,"ch64,k5,poolmax,p0.3",20.621,,2963.6,21.135,1
FD002,cnn,mse,30,0.001,"ch128,k5,poolmax,p0.3",20.636,0.681,2507.7,21.138,2
FD002,cnn,asym,30,0.001,"ch64,k7,poolmax,p0.3",20.662,0.346,3830.4,20.162,2
FD002,cnn,asym,50,0.0,"ch128,k7,poolavg,p0.2",20.669,1.795,7189.35,19.844,2
FD002,cnn,mse,30,0.001,"ch32,k7,poolmax,p0.2",20.678,1.269,3062.25,21.349,2
FD002,cnn,mse,50,0.001,"ch96,k7,poolmax,p0.2",20.68,,2916.8,21.557,1
FD002,cnn,mse,30,0.001,"ch32,k5,poolmax,p0.3",20.719,0.256,4560.85,21.288,2
FD002,cnn,asym,30,0.0,"ch128,k5,poolmax,p0.2",20.734,0.317,2772.55,21.303,2
FD002,cnn,asym,30,0.001,"ch32,k5,poolmax,p0.3",20.747,,4380.6,21.405,1
FD002,cnn,mse,30,0.001,"ch32,k5,poolmax,p0.2",20.769,,6504.6,22.196,1
FD002,cnn,mse,50,0.0,"ch32,k5,poolavg,p0.2",20.801,0.378,2615.85,19.906,2
FD002,cnn,mse,30,0.0,"ch32,k7,poolmax,p0.3",20.83,0.128,3590.2,21.102,2
FD002,cnn,mse,30,0.0,"ch32,k3,poolavg,p0.3",20.906,,11489.8,20.0,1
FD002,cnn,asym,30,0.001,"ch32,k5,poolmax,p0.2",20.909,,6135.3,20.332,1
FD002,cnn,mse,30,0.0,"ch96,k3,poolavg,p0.3",20.983,,2768.5,20.553,1
FD002,cnn,mse,30,0.0,"ch32,k3,poolmax,p0.3",20.99,,2856.0,22.277,1
FD002,cnn,mse,50,0.001,"ch96,k7,poolavg,p0.2",21.004,,36807.9,19.496,1
FD002,cnn,mse,50,0.001,"ch96,k7,poolavg,p0.3",21.02,0.853,9432.4,19.86,2
FD002,cnn,asym,50,0.001,"ch96,k7,poolmax,p0.3",21.067,,3170.6,21.227,1
FD002,cnn,asym,30,0.0,"ch64,k7,poolmax,p0.3",21.085,,2933.8,19.926,1
FD002,cnn,asym,50,0.001,"ch32,k5,poolavg,p0.2",21.092,0.866,4319.65,20.704,2
FD002,cnn,mse,50,0.001,"ch32,k5,poolavg,p0.3",21.093,,4544.0,21.495,1
FD002,cnn,asym,30,0.0,"ch32,k7,poolmax,p0.3",21.096,,3842.2,21.527,1
FD002,cnn,mse,30,0.0,"ch96,k3,poolmax,p0.2",21.166,0.494,4295.05,22.81,2
FD002,cnn,mse,30,0.0,"ch96,k3,poolmax,p0.3",21.172,,3607.9,23.185,1
FD002,cnn,asym,30,0.0,"ch64,k5,poolmax,p0.2",21.182,1.503,3943.95,21.789,2
FD002,cnn,mse,30,0.001,"ch96,k5,poolmax,p0.2",21.199,,3250.9,21.538,1
FD002,cnn,mse,50,0.0,"ch96,k7,poolavg,p0.2",21.211,,2635.3,19.175,1
FD002,cnn,asym,50,0.001,"ch128,k7,poolavg,p0.3",21.217,,13241.9,19.649,1
FD002,cnn,asym,50,0.001,"ch96,k7,poolavg,p0.2",21.29,,2210.8,20.686,1
FD002,cnn,asym,50,0.0,"ch32,k5,poolavg,p0.2",21.296,,2717.8,20.334,1
FD002,cnn,mse,50,0.0,"ch128,k7,poolavg,p0.3",21.311,,5401.4,20.322,1
FD002,cnn,asym,30,0.0,"ch128,k5,poolmax,p0.3",21.318,,3142.4,21.103,1
FD002,cnn,asym,30,0.001,"ch32,k7,poolmax,p0.2",21.344,,4351.4,22.021,1
FD002,cnn,asym,30,0.001,"ch96,k3,poolmax,p0.3",21.378,,3216.1,22.235,1
FD002,cnn,asym,50,0.0,"ch64,k7,poolavg,p0.2",21.412,2.378,18837286.6,19.392,2
FD002,cnn,mse,50,0.0,"ch64,k5,poolavg,p0.3",21.424,,6454.3,21.173,1
FD002,cnn,mse,30,0.001,"ch64,k5,poolmax,p0.2",21.431,,3934.8,21.591,1
FD002,cnn,mse,50,0.0,"ch96,k7,poolavg,p0.3",21.434,,26141.4,18.556,1
FD002,cnn,asym,30,0.001,"ch128,k3,poolmax,p0.2",21.46,0.4,4495.4,22.044,2
FD002,cnn,asym,30,0.001,"ch96,k5,poolmax,p0.3",21.46,,2941.1,21.415,1
FD002,cnn,asym,30,0.001,"ch96,k5,poolmax,p0.2",21.48,,10292.5,20.588,1
FD002,cnn,mse,30,0.001,"ch96,k3,poolmax,p0.2",21.488,,3757.5,22.659,1
FD002,cnn,mse,30,0.001,"ch128,k3,poolmax,p0.3",21.523,,4218.1,21.647,1
FD002,cnn,mse,30,0.0,"ch32,k7,poolmax,p0.2",21.572,,3953.4,22.594,1
FD002,cnn,mse,30,0.0,"ch128,k3,poolmax,p0.3",21.576,,3484.9,21.841,1
FD002,cnn,asym,50,0.0,"ch96,k7,poolavg,p0.2",21.592,0.22,27853.85,19.457,2
FD002,cnn,mse,30,0.001,"ch96,k5,poolmax,p0.3",21.594,0.562,8224.0,21.116,2
FD002,cnn,mse,30,0.001,"ch32,k3,poolmax,p0.2",21.609,0.884,2970.7,22.429,2
FD002,cnn,asym,30,0.001,"ch32,k3,poolmax,p0.3",21.642,,5198.4,21.868,1
FD002,cnn,mse,30,0.0,"ch64,k7,poolmax,p0.2",21.655,,3877.4,20.911,1
FD002,cnn,asym,30,0.0,"ch96,k3,poolmax,p0.3",21.688,0.033,5688.65,22.809,2
FD002,cnn,asym,50,0.0,"ch32,k5,poolavg,p0.3",21.69,1.034,3071.65,19.821,2
FD002,cnn,asym,30,0.001,"ch128,k3,poolavg,p0.3",21.729,,4999.4,20.785,1
FD002,cnn,mse,30,0.0,"ch128,k3,poolmax,p0.2",21.757,0.099,5353.3,21.948,2
FD002,cnn,mse,30,0.001,"ch32,k3,poolmax,p0.3",21.789,,3332.1,22.004,1
FD002,cnn,asym,50,0.001,"ch32,k5,poolavg,p0.3",21.798,,4682.0,20.958,1
FD002,cnn,mse,30,0.0,"ch64,k3,poolmax,p0.3",21.805,,11382.1,22.767,1
FD002,cnn,asym,30,0.001,"ch64,k3,poolmax,p0.3",21.828,,11083.6,22.25,1
FD002,cnn,mse,30,0.001,"ch96,k3,poolmax,p0.3",21.853,,5645.2,22.29,1
FD002,cnn,asym,30,0.001,"ch128,k3,poolmax,p0.3",21.871,,4274.2,22.017,1
FD002,cnn,asym,30,0.0,"ch32,k3,poolmax,p0.3",21.892,1.039,2858.45,22.344,2
FD002,cnn,asym,30,0.0,"ch128,k3,poolmax,p0.2",21.936,,10383.5,21.839,1
FD002,cnn,mse,50,0.001,"ch96,k5,poolavg,p0.3",21.949,,6275.6,22.237,1
FD002,cnn,asym,30,0.0,"ch128,k3,poolmax,p0.3",21.961,0.006,6493.4,21.74,2
FD002,cnn,mse,50,0.001,"ch128,k5,poolavg,p0.3",21.961,,3531.2,21.432,1
FD002,cnn,asym,30,0.001,"ch32,k3,poolmax,p0.2",21.97,1.815,3528.75,22.51,2
FD002,cnn,asym,30,0.0,"ch96,k5,poolmax,p0.2",21.99,0.94,8738.95,20.848,2
FD002,cnn,asym,30,0.001,"ch96,k3,poolmax,p0.2",22.026,0.19,4470.7,22.416,2
FD002,cnn,mse,50,0.001,"ch32,k5,poolavg,p0.2",22.027,,3004.8,21.522,1
FD002,cnn,asym,30,0.0,"ch96,k5,poolmax,p0.3",22.029,,8813.3,20.591,1
FD002,cnn,asym,30,0.0,"ch96,k3,poolmax,p0.2",22.03,,4577.4,22.456,1
FD002,cnn,asym,50,0.0,"ch96,k7,poolmax,p0.3",22.042,3.712,3687.15,22.547,2
FD002,cnn,mse,50,0.0,"ch64,k7,poolmax,p0.3",22.051,,2950.9,20.656,1
FD002,cnn,mse,50,0.0,"ch96,k7,poolmax,p0.2",22.114,4.264,4693.25,22.727,2
FD002,cnn,mse,30,0.0,"ch32,k3,poolmax,p0.2",22.122,0.722,3268.7,22.41,2
FD002,cnn,mse,30,0.0,"ch96,k5,poolmax,p0.2",22.154,,9235.5,21.262,1
FD002,cnn,asym,50,0.0,"ch64,k5,poolavg,p0.3",22.193,0.317,10274.85,21.242,2
FD002,cnn,mse,30,0.0,"ch64,k5,poolmax,p0.3",22.275,,7759.4,22.853,1
FD002,cnn,asym,50,0.0,"ch96,k7,poolavg,p0.3",22.308,,10495.4,20.409,1
FD002,cnn,mse,50,0.0,"ch64,k5,poolavg,p0.2",22.316,2.514,35969371.45,21.458,2
FD002,cnn,mse,50,0.001,"ch96,k5,poolavg,p0.2",22.335,,13480.2,20.63,1
FD002,cnn,mse,50,0.0,"ch128,k7,poolmax,p0.3",22.385,,3098.1,22.323,1
FD002,cnn,mse,30,0.0,"ch64,k3,poolmax,p0.2",22.398,1.068,15647.9,22.338,2
FD002,cnn,mse,50,0.001,"ch32,k3,poolavg,p0.2",22.438,0.74,8898.7,22.141,2
FD002,cnn,mse,30,0.001,"ch64,k3,poolmax,p0.2",22.443,,7718.5,22.27,1
FD002,cnn,asym,50,0.0,"ch64,k7,poolavg,p0.3",22.471,,2629453.4,20.278,1
FD002,cnn,mse,50,0.001,"ch64,k5,poolavg,p0.3",22.489,,67306.6,21.287,1
FD002,cnn,asym,50,0.001,"ch64,k5,poolavg,p0.3",22.532,,4840.3,21.788,1
FD002,cnn,asym,30,0.0,"ch64,k3,poolmax,p0.3",22.549,0.485,15194.25,22.14,2
FD002,cnn,mse,50,0.0,"ch32,k3,poolavg,p0.3",22.553,0.086,6602.2,22.4,2
