fd,model,loss,window,lr,hp,test_rmse,test_rmse_std,nasa,val_rmse,n
FD001,lstm,mse,50,0.0,"hid128,layers3,p0.2",27.46,17.897,4758.75,25.63,2
FD001,cnn,mse,50,0.001,"ch64,k3,poolmax,p0.3",27.904,1.653,31707.85,23.332,2
FD001,cnn,asym,50,0.001,"ch32,k3,poolmax,p0.3",27.98,0.449,69895.15,25.614,2
FD001,cnn,mse,50,0.0,"ch64,k3,poolmax,p0.3",28.188,0.31,15090.1,24.171,2
FD001,cnn,mse,50,0.001,"ch32,k3,poolmax,p0.3",28.468,0.042,47468.0,25.536,2
FD001,cnn,asym,50,0.001,"ch32,k3,poolmax,p0.2",28.97,0.876,120396.05,26.054,2
FD001,cnn,mse,50,0.001,"ch32,k3,poolmax,p0.2",29.391,0.678,181313.3,26.232,2
FD001,cnn,asym,50,0.0,"ch32,k3,poolmax,p0.3",29.426,0.081,142242.6,25.51,2
FD001,cnn,mse,50,0.0,"ch32,k3,poolmax,p0.2",29.432,0.531,229634.85,26.793,2
FD001,cnn,asym,50,0.0,"ch32,k3,poolmax,p0.2",29.502,0.016,122310.2,26.299,2
FD001,cnn,mse,50,0.0,"ch32,k3,poolmax,p0.3",30.194,0.689,230069.65,25.782,2
FD001,lstm,mse,50,0.001,"hid96,layers3,p0.3",40.073,0.001,10518.05,40.427,2
FD001,lstm,mse,50,0.001,"hid96,layers3,p0.2",40.074,0.0,10578.4,40.434,2
FD001,lstm,mse,50,0.001,"hid160,layers3,p0.3",40.076,0.001,10950.25,40.475,2
FD001,lstm,mse,50,0.001,"hid128,layers3,p0.3",40.077,0.004,10386.2,40.415,2
FD001,lstm,asym,30,0.001,"hid128,layers3,p0.2",40.078,0.002,10696.4,41.474,2
FD001,lstm,asym,30,0.001,"hid160,layers3,p0.2",40.078,0.004,11135.95,41.445,2
FD001,lstm,mse,50,0.001,"hid160,layers3,p0.2",40.086,0.004,11521.3,40.543,2
FD001,lstm,mse,50,0.001,"hid128,layers3,p0.2",40.092,0.018,10254.9,40.408,2
FD001,lstm,mse,50,0.0,"hid160,layers3,p0.3",40.138,0.069,9002.35,40.299,2
FD001,lstm,asym,50,0.001,"hid160,layers3,p0.2",40.257,0.01,7906.65,40.249,2
FD001,lstm,mse,30,0.001,"hid160,layers3,p0.2",40.306,0.327,14261.6,41.532,2
FD001,lstm,asym,50,0.001,"hid160,layers3,p0.3",40.316,0.028,7608.3,40.254,2
FD001,lstm,asym,50,0.001,"hid128,layers3,p0.2",40.406,0.001,7253.35,40.271,2
FD001,lstm,asym,50,0.001,"hid128,layers3,p0.3",40.452,0.011,7100.25,40.284,2
FD001,lstm,asym,50,0.001,"hid96,layers3,p0.2",40.469,0.016,7049.35,40.289,2
FD001,lstm,asym,50,0.001,"hid96,layers3,p0.3",40.52,0.033,6909.35,40.306,2
FD002,lstm,mse,50,0.0,"hid160,layers3,p0.3",12.18,,624.8,13.469,1
FD002,bilstm,mse,50,0.001,"hid128,layers1,p0.3",12.212,,684.4,13.055,1
FD002,gru,mse,50,0.001,"hid128,layers1,p0.2",12.258,,659.2,13.202,1
FD002,bilstm,mse,50,0.001,"hid96,layers2,p0.3",12.324,,706.8,13.575,1
FD002,bilstm,asym,50,0.001,"hid96,layers2,p0.3",12.334,,733.1,13.619,1
FD002,gru,mse,50,0.001,"hid96,layers3,p0.3",12.335,,708.7,13.13,1
FD002,gru,asym,50,0.001,"hid96,layers3,p0.2",12.359,,688.6,13.214,1
FD002,gru,asym,50,0.0,"hid128,layers1,p0.2",12.366,,669.1,13.151,1
FD002,bilstm,mse,50,0.001,"hid128,layers2,p0.3",12.387,,679.7,13.178,1
FD002,lstm,asym,50,0.001,"hid160,layers1,p0.2",12.389,,624.2,13.279,1
FD002,gru,asym,50,0.001,"hid128,layers2,p0.2",12.39,,666.7,13.045,1
FD002,lstm,asym,50,0.0,"hid160,layers3,p0.3",12.393,,622.6,13.463,1
FD002,lstm,asym,50,0.001,"hid96,layers1,p0.2",12.428,,752.8,13.477,1
FD002,gru,mse,50,0.001,"hid96,layers2,p0.2",12.435,,625.5,13.007,1
FD002,lstm,mse,50,0.0,"hid160,layers1,p0.3",12.435,,619.9,13.271,1
FD002,gru,mse,50,0.001,"hid96,layers1,p0.2",12.438,,728.2,13.113,1
FD002,bilstm,mse,50,0.0,"hid128,layers2,p0.2",12.44,,719.6,13.055,1
FD002,lstm,asym,50,0.001,"hid128,layers2,p0.3",12.444,,637.6,13.768,1
FD002,lstm,mse,50,0.001,"hid128,layers3,p0.3",12.464,,682.2,13.487,1
FD002,lstm,mse,50,0.001,"hid96,layers1,p0.3",12.47,,736.7,13.22,1
FD002,bilstm,mse,50,0.0,"hid128,layers1,p0.2",12.472,,660.4,13.135,1
FD002,gru,asym,50,0.0,"hid96,layers3,p0.2",12.475,,730.2,13.188,1
FD002,bilstm,asym,50,0.001,"hid96,layers1,p0.2",12.479,,636.2,13.309,1
FD002,bilstm,mse,50,0.0,"hid96,layers1,p0.3",12.486,,706.6,13.489,1
FD002,lstm,asym,50,0.0,"hid160,layers2,p0.3",12.493,,681.7,13.294,1
FD002,bilstm,mse,50,0.001,"hid64,layers2,p0.3",12.5,,690.2,13.665,1
FD002,gru,mse,50,0.001,"hid128,layers2,p0.2",12.515,,784.8,13.202,1
FD002,gru,mse,50,0.001,"hid64,layers3,p0.2",12.527,,688.3,13.369,1
FD002,gru,asym,50,0.0,"hid128,layers1,p0.3",12.53,,667.6,13.161,1
FD002,gru,asym,50,0.001,"hid128,layers1,p0.3",12.533,,729.0,13.106,1
FD002,gru,mse,50,0.0,"hid128,layers3,p0.2",12.533,,656.7,13.095,1
FD002,lstm,asym,50,0.001,"hid128,layers1,p0.2",12.543,,656.8,13.22,1
FD002,gru,asym,50,0.001,"hid96,layers1,p0.2",12.546,,668.5,13.099,1
FD002,gru,asym,50,0.0,"hid96,layers2,p0.3",12.564,,754.3,13.065,1
FD002,gru,asym,50,0.0,"hid128,layers3,p0.2",12.566,,709.9,13.101,1
FD002,bilstm,mse,50,0.001,"hid128,layers2,p0.2",12.576,,674.4,13.293,1
FD002,lstm,asym,50,0.0,"hid160,layers1,p0.2",12.584,,716.7,13.321,1
FD002,gru,mse,50,0.001,"hid64,layers3,p0.3",12.585,,619.1,13.218,1
FD002,bilstm,asym,50,0.001,"hid64,layers1,p0.2",12.588,,609.7,13.315,1
FD002,gru,asym,50,0.0,"hid64,layers1,p0.3",12.589,,643.6,13.347,1
FD002,lstm,mse,50,0.001,"hid160,layers2,p0.2",12.592,,729.4,13.342,1
FD002,lstm,asym,50,0.0,"hid128,layers1,p0.3",12.6,,683.5,13.407,1
FD002,lstm,mse,50,0.0,"hid160,layers2,p0.3",12.603,,748.0,13.367,1
FD002,gru,mse,50,0.001,"hid128,layers3,p0.2",12.614,,754.3,13.126,1
FD002,gru,mse,50,0.001,"hid128,layers1,p0.3",12.616,,634.8,13.336,1
FD002,lstm,mse,50,0.0,"hid128,layers1,p0.3",12.617,0.106,715.9,13.242,2
FD002,gru,mse,50,0.0,"hid128,layers2,p0.2",12.619,,734.5,13.1,1
FD002,gru,mse,50,0.001,"hid96,layers1,p0.3",12.622,,788.0,13.07,1
FD002,gru,asym,50,0.001,"hid96,layers3,p0.3",12.624,,644.2,13.349,1
FD002,bilstm,asym,50,0.001,"hid128,layers1,p0.3",12.631,,602.5,13.286,1
FD002,gru,asym,50,0.0,"hid128,layers2,p0.2",12.631,,778.7,13.047,1
FD002,lstm,mse,50,0.0,"hid96,layers2,p0.3",12.632,,647.2,13.514,1
FD002,lstm,mse,50,0.001,"hid160,layers1,p0.2",12.635,,745.3,13.277,1
FD002,gru,mse,50,0.001,"hid64,layers1,p0.3",12.636,,770.1,13.133,1
FD002,lstm,asym,50,0.0,"hid128,layers1,p0.2",12.638,,657.5,13.459,1
FD002,bilstm,asym,50,0.0,"hid128,layers2,p0.2",12.642,,809.1,13.678,1
FD002,gru,asym,50,0.0,"hid96,layers1,p0.2",12.647,,702.8,13.037,1
FD002,gru,asym,50,0.001,"hid128,layers1,p0.2",12.654,,672.9,13.473,1
FD002,lstm,mse,50,0.0,"hid128,layers2,p0.3",12.655,,762.0,13.105,1
FD002,lstm,asym,50,0.001,"hid64,layers2,p0.3",12.658,,679.2,13.611,1
FD002,lstm,mse,50,0.001,"hid128,layers1,p0.2",12.658,0.329,740.0,13.332,2
FD002,lstm,asym,50,0.0,"hid128,layers2,p0.2",12.669,,769.0,13.554,1
FD002,gru,asym,50,0.001,"hid64,layers1,p0.2",12.67,,698.3,13.256,1
FD002,tcn,asym,50,0.001,"ch32,levels6,p0.1",12.672,,682.4,14.321,1
FD002,gru,mse,50,0.0,"hid96,layers3,p0.3",12.684,,675.9,13.071,1
FD002,lstm,asym,50,0.001,"hid128,layers1,p0.3",12.69,0.231,677.0,13.48,2
FD002,lstm,asym,50,0.0,"hid96,layers1,p0.2",12.692,,702.4,13.325,1
FD002,gru,mse,50,0.0,"hid128,layers1,p0.3",12.697,,647.1,13.72,1
FD002,bilstm,asym,50,0.001,"hid64,layers2,p0.2",12.701,,761.5,13.767,1
FD002,gru,asym,50,0.001,"hid128,layers3,p0.3",12.702,,717.9,13.223,1
FD002,gru,mse,50,0.001,"hid96,layers2,p0.3",12.704,,768.3,13.042,1
FD002,gru,asym,50,0.001,"hid128,layers2,p0.3",12.71,,769.8,13.154,1
FD002,gru,mse,50,0.0,"hid96,layers3,p0.2",12.714,,712.1,13.073,1
FD002,gru,mse,50,0.0,"hid128,layers3,p0.3",12.715,,703.6,13.063,1
FD002,lstm,asym,50,0.001,"hid160,layers1,p0.3",12.72,,643.3,13.192,1
FD002,gru,asym,50,0.001,"hid128,layers3,p0.2",12.721,,795.0,13.19,1
FD002,bilstm,asym,50,0.0,"hid64,layers2,p0.3",12.725,,668.6,13.881,1
FD002,bilstm,mse,50,0.0,"hid64,layers1,p0.2",12.726,,804.2,13.63,1
FD002,gru,asym,50,0.001,"hid64,layers3,p0.3",12.727,,695.2,13.384,1
FD002,lstm,mse,50,0.0,"hid160,layers3,p0.2",12.731,,729.8,13.387,1
FD002,lstm,mse,50,0.001,"hid160,layers2,p0.3",12.735,,782.4,13.187,1
FD002,gru,asym,50,0.001,"hid64,layers1,p0.3",12.738,,671.2,13.394,1
FD002,lstm,mse,50,0.0,"hid128,layers2,p0.2",12.739,,819.7,13.299,1
FD002,lstm,mse,50,0.0,"hid160,layers1,p0.2",12.749,,763.9,13.419,1
FD002,bilstm,asym,50,0.001,"hid128,layers2,p0.2",12.753,,794.5,13.602,1
FD002,gru,asym,50,0.0,"hid96,layers3,p0.3",12.757,,664.1,13.388,1
FD002,bilstm,mse,50,0.0,"hid128,layers1,p0.3",12.766,,746.5,13.304,1
FD002,bilstm,mse,50,0.001,"hid96,layers1,p0.3",12.771,,719.6,13.234,1
FD002,lstm,mse,50,0.001,"hid128,layers1,p0.3",12.771,,683.8,13.132,1
FD002,lstm,mse,50,0.001,"hid96,layers2,p0.3",12.777,0.279,744.15,13.451,2
FD002,lstm,asym,50,0.0,"hid160,layers1,p0.3",12.788,,683.2,13.347,1
FD002,bilstm,asym,50,0.001,"hid128,layers2,p0.3",12.79,,708.7,13.325,1
FD002,gru,asym,50,0.001,"hid96,layers2,p0.3",12.79,,747.8,13.107,1
FD002,gru,mse,50,0.0,"hid96,layers1,p0.3",12.794,,730.3,13.127,1
FD002,lstm,mse,50,0.0,"hid64,layers1,p0.2",12.797,,743.6,13.491,1
FD002,lstm,asym,50,0.0,"hid96,layers1,p0.3",12.819,,692.1,13.492,1
FD002,gru,mse,50,0.0,"hid128,layers2,p0.3",12.82,,767.7,12.964,1
FD002,lstm,asym,50,0.0,"hid160,layers2,p0.2",12.821,,698.2,13.6,1
FD002,gru,asym,50,0.0,"hid128,layers3,p0.3",12.824,,685.5,13.212,1
FD002,lstm,asym,50,0.0,"hid128,layers2,p0.3",12.827,,714.3,13.437,1
FD002,bilstm,asym,50,0.0,"hid96,layers2,p0.2",12.834,,723.1,13.783,1
FD002,bilstm,asym,50,0.001,"hid64,layers1,p0.3",12.838,,588.7,13.718,1
FD002,bilstm,mse,50,0.0,"hid96,layers2,p0.3",12.84,,885.8,13.355,1
FD002,lstm,asym,50,0.0,"hid128,layers3,p0.3",12.845,,772.9,13.651,1
FD002,gru,mse,50,0.001,"hid64,layers2,p0.2",12.849,,796.6,13.1,1
FD002,bilstm,mse,50,0.001,"hid128,layers1,p0.2",12.85,,741.6,13.278,1
FD002,gru,asym,50,0.0,"hid96,layers1,p0.3",12.851,,728.5,13.161,1
FD002,bilstm,mse,50,0.001,"hid96,layers2,p0.2",12.857,,806.7,13.169,1
FD002,lstm,mse,50,0.001,"hid96,layers2,p0.2",12.861,,846.9,13.335,1
FD002,gru,mse,50,0.0,"hid128,layers1,p0.2",12.862,,701.1,13.439,1
FD002,gru,asym,50,0.001,"hid64,layers2,p0.3",12.866,,658.4,13.21,1
FD002,bilstm,mse,50,0.001,"hid64,layers1,p0.3",12.869,,732.7,13.735,1
FD002,lstm,asym,50,0.0,"hid96,layers2,p0.2",12.875,0.091,817.35,13.528,2
FD002,gru,mse,50,0.001,"hid64,layers1,p0.2",12.88,,682.5,13.319,1
FD002,tcn,mse,50,0.0,"ch32,levels5,p0.2",12.884,,825.7,14.11,1
FD002,lstm,mse,50,0.001,"hid64,layers1,p0.2",12.892,0.062,724.65,13.336,2
FD002,lstm,asym,50,0.0,"hid96,layers2,p0.3",12.893,,716.9,13.408,1
FD002,lstm,mse,50,0.0,"hid64,layers3,p0.2",12.894,0.202,736.35,13.658,2
FD002,lstm,mse,50,0.0,"hid96,layers1,p0.2",12.897,,818.0,13.17,1
FD002,gru,mse,50,0.001,"hid128,layers2,p0.3",12.898,,686.0,13.146,1
FD002,lstm,mse,50,0.001,"hid128,layers2,p0.3",12.899,,849.7,13.586,1
FD002,cnnlstm,mse,50,0.001,"ch32,hid64,p0.3",12.904,,853.3,14.668,1
FD002,gru,mse,50,0.001,"hid128,layers3,p0.3",12.91,,651.0,13.305,1
FD002,lstm,mse,50,0.001,"hid64,layers2,p0.3",12.912,0.123,770.3,13.472,2
FD002,gru,mse,50,0.0,"hid64,layers1,p0.2",12.923,,729.7,13.144,1
FD002,gru,asym,50,0.001,"hid96,layers2,p0.2",12.924,,782.8,13.057,1
FD002,lstm,mse,50,0.0,"hid64,layers1,p0.3",12.937,0.713,791.85,13.31,2
FD002,bilstm,asym,50,0.0,"hid128,layers1,p0.2",12.938,,732.3,13.434,1
FD002,lstm,mse,50,0.001,"hid64,layers1,p0.3",12.941,,753.3,13.448,1
FD002,bilstm,asym,50,0.0,"hid64,layers2,p0.2",12.943,,779.6,13.446,1
FD002,bilstm,asym,50,0.001,"hid128,layers1,p0.2",12.953,,723.9,13.122,1
FD002,gru,mse,50,0.0,"hid64,layers3,p0.3",12.954,,742.7,13.237,1
FD002,lstm,mse,50,0.0,"hid96,layers1,p0.3",12.954,0.067,782.95,13.324,2
FD002,bilstm,mse,50,0.0,"hid64,layers1,p0.3",12.979,,783.7,13.696,1
FD002,lstm,mse,50,0.001,"hid64,layers3,p0.3",12.982,,824.6,13.851,1
FD002,bilstm,asym,50,0.001,"hid96,layers2,p0.2",12.983,,743.2,13.567,1
FD002,lstm,asym,50,0.001,"hid160,layers2,p0.2",12.985,,751.0,13.673,1
FD002,lstm,mse,50,0.001,"hid64,layers2,p0.2",12.996,,706.5,13.4,1
FD002,bilstm,asym,50,0.001,"hid64,layers2,p0.3",13.0,,810.8,13.84,1
FD002,lstm,mse,50,0.0,"hid160,layers2,p0.2",13.01,,842.9,13.49,1
FD002,gru,mse,50,0.001,"hid96,layers3,p0.2",13.012,,735.2,13.155,1
FD002,bilstm,mse,50,0.0,"hid64,layers2,p0.3",13.016,,720.1,13.604,1
FD002,gru,asym,50,0.001,"hid96,layers1,p0.3",13.027,,731.9,13.402,1
FD002,tcn,asym,50,0.0,"ch64,levels6,p0.2",13.027,,790.9,14.404,1
FD002,gru,asym,50,0.0,"hid64,layers2,p0.2",13.035,,676.9,13.217,1
FD002,lstm,mse,50,0.0,"hid128,layers3,p0.2",13.036,,859.7,13.713,1
FD002,lstm,asym,50,0.0,"hid64,layers1,p0.3",13.039,,818.3,13.635,1
FD002,gru,asym,50,0.001,"hid64,layers2,p0.2",13.043,,779.0,13.25,1
FD002,gru,mse,50,0.0,"hid96,layers2,p0.2",13.045,,786.0,13.315,1
FD002,lstm,asym,50,0.001,"hid96,layers1,p0.3",13.046,0.149,694.25,13.572,2
FD002,bilstm,mse,50,0.001,"hid64,layers1,p0.2",13.047,,807.1,13.567,1
FD002,lstm,mse,50,0.001,"hid160,layers1,p0.3",13.049,,780.3,13.912,1
FD002,gru,asym,50,0.0,"hid64,layers2,p0.3",13.051,,793.1,13.277,1
FD002,tcn,mse,50,0.001,"ch32,levels6,p0.1",13.055,,650.2,14.108,1
FD002,bilstm,asym,50,0.0,"hid128,layers2,p0.3",13.068,,869.1,13.67,1
FD002,bilstm,mse,50,0.0,"hid96,layers1,p0.2",13.071,,818.3,13.57,1
FD002,gru,mse,50,0.0,"hid64,layers1,p0.3",13.074,,738.2,14.061,1
FD002,lstm,asym,50,0.001,"hid160,layers3,p0.2",13.074,,697.5,13.265,1
FD002,lstm,mse,50,0.001,"hid96,layers3,p0.2",13.075,,937.2,13.702,1
FD002,lstm,mse,50,0.001,"hid96,layers1,p0.2",13.078,0.43,856.7,13.29,2
FD002,lstm,mse,50,0.0,"hid128,layers1,p0.2",13.083,,868.3,13.192,1
FD002,bilstm,asym,50,0.0,"hid128,layers1,p0.3",13.084,,699.6,13.608,1
FD002,lstm,mse,50,0.0,"hid128,layers3,p0.3",13.084,,864.1,13.435,1
FD002,lstm,asym,50,0.0,"hid128,layers3,p0.2",13.085,,807.1,13.651,1
FD002,lstm,mse,50,0.001,"hid64,layers3,p0.2",13.086,,714.7,13.866,1
FD002,gru,asym,50,0.001,"hid64,layers3,p0.2",13.089,,656.1,13.46,1
FD002,lstm,mse,50,0.0,"hid96,layers3,p0.2",13.092,0.486,883.65,13.6,2
FD002,gru,asym,50,0.0,"hid128,layers2,p0.3",13.096,,711.1,13.214,1
FD002,bilstm,mse,50,0.001,"hid64,layers2,p0.2",13.103,,812.6,13.589,1
FD002,lstm,asym,50,0.0,"hid64,layers2,p0.2",13.12,0.322,738.15,13.783,2
FD002,lstm,asym,50,0.001,"hid64,layers1,p0.3",13.124,0.454,671.55,13.414,2
FD002,cnnlstm,mse,50,0.001,"ch32,hid96,p0.3",13.14,,717.7,14.785,1
FD002,gru,mse,50,0.001,"hid64,layers2,p0.3",13.143,,821.3,13.074,1
FD002,lstm,asym,50,0.001,"hid64,layers3,p0.3",13.143,,806.4,13.849,1
FD002,lstm,mse,50,0.0,"hid96,layers2,p0.2",13.15,,762.4,13.418,1
FD002,lstm,mse,50,0.0,"hid64,layers2,p0.3",13.156,,722.4,13.36,1
FD002,gru,mse,50,0.0,"hid64,layers2,p0.3",13.157,,813.8,13.091,1
FD002,cnnlstm,asym,50,0.001,"ch32,hid96,p0.2",13.162,,844.3,14.179,1
FD002,tcn,mse,50,0.001,"ch32,levels5,p0.1",13.164,,690.9,14.597,1
FD002,cnnlstm,asym,50,0.0,"ch32,hid128,p0.3",13.17,,687.0,14.731,1
FD002,bilstm,asym,50,0.001,"hid96,layers1,p0.3",13.172,,674.3,13.424,1
FD002,tcn,mse,50,0.001,"ch32,levels6,p0.2",13.176,,827.8,14.326,1
FD002,tcn,asym,50,0.001,"ch32,levels5,p0.2",13.177,,755.3,14.154,1
FD002,lstm,mse,50,0.001,"hid96,layers3,p0.3",13.183,,1002.6,13.689,1
FD002,gru,mse,50,0.0,"hid64,layers3,p0.2",13.185,,820.8,13.238,1
FD002,lstm,asym,50,0.0,"hid64,layers3,p0.2",13.187,,781.0,13.842,1
FD002,gru,mse,30,0.001,"hid96,layers2,p0.3",13.189,,760.9,14.678,1
FD002,lstm,asym,50,0.0,"hid160,layers3,p0.2",13.193,,746.9,13.549,1
FD002,bilstm,mse,50,0.0,"hid128,layers2,p0.3",13.196,,769.2,13.613,1
FD002,gru,asym,30,0.001,"hid128,layers3,p0.2",13.202,,865.7,14.946,1
FD002,gru,asym,50,0.0,"hid96,layers2,p0.2",13.203,,724.5,13.062,1
FD002,bilstm,asym,50,0.0,"hid96,layers2,p0.3",13.209,,776.8,13.482,1
FD002,bilstm,mse,50,0.001,"hid96,layers1,p0.2",13.212,,815.7,13.442,1
FD002,lstm,asym,50,0.001,"hid128,layers3,p0.2",13.222,,703.1,13.822,1
FD002,lstm,mse,50,0.0,"hid96,layers3,p0.3",13.224,,775.7,13.62,1
FD002,lstm,asym,50,0.001,"hid96,layers3,p0.3",13.231,,638.9,13.729,1
FD002,tcn,mse,50,0.0,"ch32,levels6,p0.2",13.234,,780.7,14.124,1
FD002,gru,mse,50,0.0,"hid64,layers2,p0.2",13.24,,857.5,13.374,1
FD002,cnnlstm,asym,50,0.001,"ch32,hid64,p0.3",13.261,,819.4,15.169,1
FD002,bilstm,mse,30,0.001,"hid64,layers1,p0.3",13.279,,811.0,15.172,1
FD002,bilstm,asym,30,0.001,"hid128,layers1,p0.2",13.283,,725.9,15.086,1
FD002,cnnlstm,asym,50,0.001,"ch32,hid128,p0.3",13.287,,739.8,14.213,1
FD002,bilstm,asym,50,0.0,"hid64,layers1,p0.2",13.297,,746.1,13.603,1
FD002,bilstm,mse,50,0.0,"hid64,layers2,p0.2",13.307,,844.4,14.048,1
FD002,cnnlstm,mse,50,0.001,"ch64,hid128,p0.3",13.309,,647.9,15.029,1
FD002,lstm,asym,50,0.001,"hid160,layers2,p0.3",13.313,,731.9,13.634,1
FD002,gru,mse,50,0.0,"hid96,layers2,p0.3",13.325,,786.0,13.126,1
FD002,bilstm,mse,30,0.0,"hid96,layers1,p0.3",13.328,,791.8,14.979,1
FD002,lstm,asym,30,0.001,"hid128,layers1,p0.2",13.339,,810.4,14.943,1
FD002,tcn,mse,50,0.001,"ch64,levels5,p0.2",13.34,,815.8,14.438,1
FD002,lstm,asym,50,0.001,"hid128,layers2,p0.2",13.342,,662.9,13.914,1
FD002,lstm,asym,50,0.001,"hid64,layers2,p0.2",13.348,,722.6,13.728,1
FD002,cnnlstm,mse,50,0.001,"ch32,hid128,p0.2",13.365,,907.3,14.352,1
FD002,bilstm,asym,50,0.0,"hid96,layers1,p0.2",13.367,,756.1,13.556,1
FD002,gru,asym,30,0.0,"hid96,layers1,p0.2",13.378,,797.1,14.722,1
FD002,tcn,mse,50,0.0,"ch64,levels6,p0.1",13.381,,735.3,14.558,1
FD002,lstm,asym,50,0.001,"hid64,layers1,p0.2",13.383,,725.5,13.318,1
FD002,bilstm,mse,50,0.0,"hid96,layers2,p0.2",13.385,,1005.5,13.566,1
FD002,cnnlstm,asym,50,0.001,"ch32,hid96,p0.3",13.391,,861.3,14.264,1
FD002,gru,asym,50,0.0,"hid64,layers3,p0.2",13.391,,774.5,13.351,1
FD002,gru,asym,30,0.001,"hid128,layers1,p0.3",13.394,,725.8,15.039,1
FD002,lstm,asym,50,0.001,"hid64,layers3,p0.2",13.41,0.158,749.6,13.849,2
FD002,lstm,asym,50,0.0,"hid96,layers3,p0.3",13.414,0.124,825.05,13.89,2
FD002,lstm,mse,30,0.001,"hid160,layers1,p0.3",13.414,,717.0,14.733,1
FD002,gru,asym,50,0.0,"hid64,layers3,p0.3",13.416,,762.2,13.37,1
FD002,bilstm,mse,30,0.001,"hid96,layers2,p0.2",13.426,,994.0,15.012,1
FD002,cnnlstm,mse,50,0.001,"ch64,hid64,p0.3",13.426,,799.3,14.126,1
FD002,gru,mse,30,0.001,"hid128,layers3,p0.2",13.428,,882.1,14.909,1
FD002,lstm,asym,50,0.0,"hid64,layers3,p0.3",13.434,0.187,790.45,14.04,2
FD002,lstm,asym,50,0.001,"hid96,layers2,p0.3",13.44,,735.9,13.745,1
FD002,lstm,mse,30,0.001,"hid128,layers1,p0.3",13.477,0.018,760.3,14.918,2
FD002,lstm,mse,30,0.001,"hid96,layers2,p0.2",13.478,,912.5,14.966,1
FD002,lstm,asym,50,0.0,"hid64,layers2,p0.3",13.483,,716.9,13.606,1
FD002,gru,asym,30,0.001,"hid128,layers2,p0.3",13.484,,933.2,14.961,1
FD002,tcn,asym,50,0.0,"ch32,levels6,p0.1",13.495,,731.2,14.193,1
FD002,lstm,mse,30,0.0,"hid64,layers1,p0.3",13.496,,835.3,14.854,1
FD002,lstm,asym,50,0.001,"hid96,layers2,p0.2",13.527,,720.9,13.741,1
FD002,gru,mse,30,0.001,"hid64,layers3,p0.2",13.534,,875.1,14.987,1
FD002,lstm,asym,30,0.0,"hid160,layers1,p0.3",13.535,,775.8,14.944,1
FD002,lstm,mse,50,0.0,"hid64,layers2,p0.2",13.538,,978.6,13.792,1
FD002,gru,mse,30,0.0,"hid96,layers1,p0.2",13.539,,826.2,15.115,1
FD002,lstm,asym,30,0.001,"hid96,layers1,p0.3",13.544,,800.6,15.018,1
FD002,lstm,asym,50,0.001,"hid96,layers3,p0.2",13.545,0.294,806.8,13.796,2
FD002,gru,asym,30,0.0,"hid64,layers1,p0.3",13.549,,785.5,14.874,1
FD002,cnnlstm,mse,50,0.001,"ch32,hid64,p0.2",13.55,,816.0,14.227,1
FD002,gru,mse,30,0.001,"hid128,layers2,p0.2",13.552,,973.7,14.85,1
FD002,lstm,mse,50,0.0,"hid64,layers3,p0.3",13.563,,1378.1,13.866,1
FD002,bilstm,asym,30,0.0,"hid96,layers1,p0.3",13.569,,881.3,15.056,1
FD002,bilstm,asym,30,0.001,"hid96,layers1,p0.3",13.569,,788.0,15.274,1
FD002,bilstm,asym,30,0.0,"hid96,layers1,p0.2",13.57,,822.5,14.88,1
FD002,cnnlstm,asym,50,0.001,"ch64,hid128,p0.3",13.571,,976.3,14.773,1
FD002,bilstm,asym,30,0.0,"hid128,layers1,p0.3",13.572,,781.3,14.914,1
FD002,gru,mse,30,0.0,"hid128,layers3,p0.3",13.573,,791.0,14.749,1
FD002,lstm,asym,30,0.001,"hid160,layers1,p0.2",13.575,,781.7,14.727,1
FD002,lstm,asym,50,0.0,"hid64,layers1,p0.2",13.576,,909.8,13.488,1
FD002,bilstm,mse,30,0.0,"hid64,layers2,p0.3",13.579,,1032.8,14.786,1
FD002,lstm,asym,50,0.0,"hid96,layers3,p0.2",13.579,,832.2,13.522,1
FD002,gru,mse,30,0.0,"hid96,layers2,p0.2",13.58,,829.2,14.762,1
FD002,lstm,mse,30,0.001,"hid160,layers1,p0.2",13.586,,779.1,14.873,1
FD002,lstm,mse,50,0.001,"hid128,layers2,p0.2",13.596,,1124.5,13.807,1
FD002,cnnlstm,mse,50,0.001,"ch64,hid128,p0.2",13.602,,1140.9,14.651,1
FD002,lstm,mse,30,0.001,"hid160,layers2,p0.3",13.603,,831.2,14.997,1
FD002,cnnlstm,mse,50,0.0,"ch64,hid128,p0.3",13.605,,835.6,14.535,1
FD002,bilstm,mse,30,0.001,"hid128,layers1,p0.2",13.608,,924.1,15.168,1
FD002,gru,mse,30,0.0,"hid96,layers3,p0.2",13.609,,928.2,14.844,1
FD002,gru,mse,30,0.0,"hid128,layers3,p0.2",13.61,,850.2,14.716,1
FD002,bilstm,asym,30,0.001,"hid96,layers2,p0.3",13.614,,872.5,15.095,1
FD002,bilstm,mse,30,0.001,"hid64,layers1,p0.2",13.623,,808.1,14.976,1
FD002,bilstm,asym,50,0.0,"hid96,layers1,p0.3",13.632,,697.1,13.872,1
FD002,cnnlstm,mse,50,0.0,"ch32,hid128,p0.3",13.637,,965.3,14.474,1
FD002,gru,asym,30,0.0,"hid128,layers2,p0.3",13.64,,833.6,14.906,1
