fd,model,loss,window,lr,hp,seed,val_rmse,test_rmse,nasa,sec
FD002,cnnlstm,asym,50,0.001,"ch64,hid96,p0.2",42,14.212,14.927,1151.7,17.4
FD002,cnnlstm,asym,50,0.0005,"ch64,hid96,p0.3",42,15.883,15.079,801.7,17.3
FD002,cnnlstm,mse,30,0.001,"ch64,hid128,p0.3",42,16.263,14.845,1260.4,15.9
FD002,tcn,mse,30,0.0005,"ch32,levels3,p0.1",42,16.416,14.915,1059.0,32.2
FD002,tcn,mse,50,0.001,"ch32,levels3,p0.2",42,16.896,15.486,1286.2,33.0
FD002,tcn,mse,30,0.0005,"ch32,levels4,p0.1",7,16.308,14.574,1089.2,25.2
FD002,tcn,asym,50,0.0005,"ch32,levels4,p0.1",7,14.607,13.984,948.2,25.7
FD002,tcn,asym,30,0.0005,"ch32,levels4,p0.2",7,15.84,14.567,967.6,42.1
FD002,tcn,mse,50,0.0005,"ch32,levels5,p0.1",7,14.782,13.684,969.5,30.2
FD002,tcn,mse,30,0.0005,"ch32,levels5,p0.2",7,15.495,14.182,983.8,36.9
FD002,tcn,asym,50,0.0005,"ch32,levels5,p0.2",7,14.122,13.115,691.7,30.4
FD002,tcn,asym,30,0.0005,"ch32,levels6,p0.1",7,16.32,15.802,1372.4,27.7
FD002,tcn,mse,50,0.0005,"ch32,levels6,p0.2",7,14.112,12.92,931.6,36.2
FD002,tcn,mse,30,0.0005,"ch64,levels3,p0.1",7,17.055,15.037,1373.2,17.9
FD002,tcn,asym,50,0.0005,"ch64,levels3,p0.1",7,17.431,15.164,1377.0,19.3
FD002,tcn,asym,30,0.0005,"ch64,levels3,p0.2",7,16.633,15.061,1630.4,23.2
FD002,tcn,mse,50,0.0005,"ch64,levels4,p0.1",7,15.02,14.606,1227.3,21.5
FD002,tcn,mse,30,0.0005,"ch64,levels4,p0.2",7,16.061,14.03,1018.3,22.7
FD002,tcn,asym,50,0.0005,"ch64,levels4,p0.2",7,14.509,13.946,975.6,23.2
FD002,tcn,asym,30,0.0005,"ch64,levels5,p0.1",7,16.143,15.325,1248.2,24.7
FD002,tcn,mse,50,0.0005,"ch64,levels5,p0.2",7,14.458,13.13,860.3,23.3
FD002,tcn,mse,30,0.0005,"ch64,levels6,p0.1",7,16.19,14.458,1250.8,26.1
FD002,tcn,asym,50,0.0005,"ch64,levels6,p0.1",7,14.877,13.232,918.1,27.2
FD002,tcn,asym,30,0.0005,"ch64,levels6,p0.2",7,16.123,14.42,1187.4,27.3
FD002,tcn,mse,50,0.0005,"ch96,levels3,p0.1",7,17.38,16.199,1663.9,21.2
FD002,tcn,mse,30,0.0005,"ch96,levels3,p0.2",7,16.559,16.04,1342.3,27.8
FD002,tcn,asym,50,0.0005,"ch96,levels3,p0.2",7,17.06,16.573,1597.9,24.8
FD002,tcn,asym,30,0.0005,"ch96,levels4,p0.1",7,16.692,16.162,1505.1,21.7
FD002,tcn,mse,50,0.0005,"ch96,levels4,p0.2",7,15.015,13.815,959.3,23.9
FD002,tcn,mse,30,0.0005,"ch96,levels5,p0.1",7,17.103,16.694,1644.4,30.3
FD002,tcn,asym,50,0.0005,"ch96,levels5,p0.1",7,15.352,13.971,817.5,28.3
FD002,tcn,asym,30,0.0005,"ch96,levels5,p0.2",7,16.526,15.745,1158.1,26.7
FD002,tcn,mse,50,0.0005,"ch96,levels6,p0.1",7,14.661,14.619,986.0,32.8
FD002,tcn,mse,30,0.0005,"ch96,levels6,p0.2",7,16.143,15.171,1190.4,29.2
FD002,tcn,asym,50,0.0005,"ch96,levels6,p0.2",7,14.65,14.087,952.3,32.2
FD002,dlinear,mse,30,0.0005,kernel25,7,17.067,16.211,1073.3,42.0
FD002,dlinear,mse,50,0.0005,kernel35,7,15.405,17.156,6191.4,39.2
FD002,patchtst,asym,30,0.0005,"patch10,stride5,d_model64,layers2,revinTrue",42,16.726,17.642,1512.6,124.1
FD002,patchtst,mse,30,0.0005,"patch10,stride5,d_model64,layers2,revinFalse",7,14.842,13.434,815.0,116.4
FD002,patchtst,asym,50,0.001,"patch10,stride5,d_model64,layers2,revinFalse",42,12.837,12.902,698.8,122.1
FD002,patchtst,mse,50,0.001,"patch10,stride5,d_model64,layers3,revinTrue",7,13.74,20.493,7141.4,237.8
FD002,patchtst,asym,50,0.0005,"patch10,stride5,d_model64,layers3,revinTrue",42,14.198,18.271,2116.0,299.6
FD002,patchtst,mse,50,0.0005,"patch10,stride5,d_model64,layers3,revinFalse",7,13.021,13.814,740.2,240.9
FD002,patchtst,mse,30,0.001,"patch10,stride5,d_model128,layers2,revinTrue",42,17.549,18.746,2176.4,226.3
FD002,patchtst,asym,30,0.001,"patch10,stride5,d_model128,layers2,revinTrue",7,17.131,17.945,1621.8,268.6
FD002,patchtst,mse,30,0.0005,"patch10,stride5,d_model128,layers2,revinFalse",42,15.753,14.471,988.0,203.8
FD002,patchtst,asym,30,0.0005,"patch10,stride5,d_model128,layers2,revinFalse",7,14.986,14.102,754.5,141.4
FD002,patchtst,mse,50,0.001,"patch10,stride5,d_model128,layers3,revinTrue",42,17.549,23.722,6837.7,451.0
FD002,patchtst,asym,50,0.001,"patch10,stride5,d_model128,layers3,revinTrue",7,25.284,32.114,19057.6,171.9
FD002,patchtst,mse,50,0.0005,"patch10,stride5,d_model128,layers3,revinFalse",42,13.277,14.169,780.2,209.5
FD002,patchtst,asym,50,0.0005,"patch10,stride5,d_model128,layers3,revinFalse",42,13.143,14.214,791.1,201.7
FD003,cnn,asym,30,0.001,"ch32,k3,poolavg,p0.2",7,14.931,20.043,1718.5,17.5
FD003,cnn,mse,50,0.001,"ch32,k3,poolavg,p0.3",7,17.921,23.804,3068.6,15.5
FD003,cnn,mse,30,0.001,"ch32,k3,poolmax,p0.2",7,17.668,22.389,2853.7,8.5
FD003,cnn,asym,50,0.001,"ch32,k3,poolmax,p0.2",7,22.3,27.053,5678.3,10.7
FD003,cnn,asym,30,0.001,"ch32,k3,poolmax,p0.3",7,16.898,21.515,2165.2,9.4
FD003,cnn,mse,50,0.001,"ch32,k5,poolavg,p0.2",7,15.427,20.896,1624.6,24.6
FD003,cnn,mse,30,0.001,"ch32,k5,poolavg,p0.3",7,13.466,18.142,1049.4,26.9
FD003,cnn,asym,50,0.001,"ch32,k5,poolavg,p0.3",7,14.51,17.246,673.6,39.2
FD003,cnn,asym,30,0.001,"ch32,k5,poolmax,p0.2",7,13.978,17.536,885.9,26.7
FD003,cnn,mse,50,0.001,"ch32,k5,poolmax,p0.3",7,15.077,18.82,971.6,15.2
FD003,cnn,mse,30,0.001,"ch32,k7,poolavg,p0.2",7,12.361,14.972,364.0,17.6
FD003,cnn,asym,50,0.001,"ch32,k7,poolavg,p0.2",7,13.279,17.682,729.6,9.9
FD003,cnn,asym,30,0.001,"ch32,k7,poolavg,p0.3",7,12.896,14.376,451.9,21.7
FD003,cnn,mse,50,0.001,"ch32,k7,poolmax,p0.2",7,13.386,17.03,964.4,11.1
FD003,cnn,mse,30,0.001,"ch32,k7,poolmax,p0.3",7,13.387,16.666,1002.6,13.5
FD003,cnn,asym,50,0.001,"ch32,k7,poolmax,p0.3",7,14.517,18.339,864.3,7.3
FD003,cnn,asym,30,0.001,"ch64,k3,poolavg,p0.2",7,15.846,21.454,1530.4,6.5
FD003,cnn,mse,50,0.001,"ch64,k3,poolavg,p0.3",7,19.029,25.013,5170.5,7.3
FD003,cnn,mse,30,0.001,"ch64,k3,poolmax,p0.2",7,17.549,22.835,4178.5,7.4
FD003,cnn,asym,50,0.001,"ch64,k3,poolmax,p0.2",7,22.516,26.768,5077.2,7.2
FD003,cnn,asym,30,0.001,"ch64,k3,poolmax,p0.3",7,17.285,22.386,3105.9,7.4
FD003,cnn,mse,50,0.001,"ch64,k5,poolavg,p0.2",7,14.262,17.66,754.8,19.2
FD003,cnn,mse,30,0.001,"ch64,k5,poolavg,p0.3",7,14.006,18.311,1316.0,7.8
FD003,cnn,asym,50,0.001,"ch64,k5,poolavg,p0.3",7,14.239,17.409,810.0,13.1
FD003,cnn,asym,30,0.001,"ch64,k5,poolmax,p0.2",7,13.356,17.198,1167.5,13.5
FD003,cnn,mse,50,0.001,"ch64,k5,poolmax,p0.3",7,14.441,17.653,1091.9,10.1
FD003,cnn,mse,30,0.001,"ch64,k7,poolavg,p0.2",7,13.529,15.132,391.1,12.4
FD003,cnn,asym,50,0.001,"ch64,k7,poolavg,p0.2",7,13.39,14.827,381.3,13.1
FD003,cnn,asym,30,0.001,"ch64,k7,poolavg,p0.3",7,12.71,16.031,437.4,10.6
FD003,cnn,mse,50,0.001,"ch64,k7,poolmax,p0.2",7,13.529,17.032,1084.6,10.6
FD003,cnn,mse,30,0.001,"ch64,k7,poolmax,p0.3",7,13.693,17.828,1178.1,10.5
FD003,cnn,asym,50,0.001,"ch64,k7,poolmax,p0.3",7,13.876,17.671,1153.0,10.4
FD003,cnn,asym,30,0.001,"ch96,k3,poolavg,p0.2",7,16.027,20.317,1447.7,7.6
FD003,cnn,mse,50,0.001,"ch96,k3,poolavg,p0.3",7,17.995,22.248,1952.2,9.2
FD003,cnn,mse,30,0.001,"ch96,k3,poolmax,p0.2",7,17.124,21.901,2036.5,7.9
FD003,cnn,asym,50,0.001,"ch96,k3,poolmax,p0.2",7,22.981,27.252,5977.4,6.5
FD003,cnn,asym,30,0.001,"ch96,k3,poolmax,p0.3",7,17.437,19.93,1027.9,8.0
FD003,cnn,mse,50,0.001,"ch96,k5,poolavg,p0.2",7,15.497,18.408,753.2,16.1
FD003,cnn,mse,30,0.001,"ch96,k5,poolavg,p0.3",7,14.52,19.677,1688.5,7.1
FD003,cnn,asym,50,0.001,"ch96,k5,poolavg,p0.3",7,14.601,20.411,1081.0,7.4
FD003,cnn,asym,30,0.001,"ch96,k5,poolmax,p0.2",7,13.768,16.715,827.9,9.5
FD003,cnn,mse,50,0.001,"ch96,k5,poolmax,p0.3",7,14.932,18.757,1041.2,7.3
FD003,cnn,mse,30,0.001,"ch96,k7,poolavg,p0.2",7,13.329,14.185,378.1,9.2
FD003,cnn,asym,50,0.001,"ch96,k7,poolavg,p0.2",7,13.55,14.737,401.1,14.3
FD003,cnn,asym,30,0.001,"ch96,k7,poolavg,p0.3",7,12.55,15.066,398.1,10.9
FD003,cnn,mse,50,0.001,"ch96,k7,poolmax,p0.2",7,13.537,17.608,1461.7,9.6
FD003,cnn,mse,30,0.001,"ch96,k7,poolmax,p0.3",7,14.195,18.164,1530.7,8.1
FD003,cnn,asym,50,0.001,"ch96,k7,poolmax,p0.3",7,13.415,17.012,852.2,8.9
FD003,cnn,asym,30,0.001,"ch128,k3,poolavg,p0.2",7,15.378,20.71,1518.6,8.3
FD003,cnn,mse,50,0.001,"ch128,k3,poolavg,p0.3",7,18.913,24.374,2505.9,7.7
FD003,cnn,mse,30,0.001,"ch128,k3,poolmax,p0.2",7,14.678,18.116,1164.6,10.7
FD003,cnn,asym,50,0.001,"ch128,k3,poolmax,p0.2",7,17.235,23.63,2648.9,7.1
FD003,cnn,asym,30,0.001,"ch128,k3,poolmax,p0.3",7,13.714,18.171,1004.8,7.7
FD003,cnn,mse,50,0.001,"ch128,k5,poolavg,p0.2",7,15.038,18.606,988.8,12.3
FD003,cnn,mse,30,0.001,"ch128,k5,poolavg,p0.3",7,13.489,16.274,509.0,11.3
FD003,cnn,asym,50,0.001,"ch128,k5,poolavg,p0.3",7,13.788,17.475,935.3,19.2
FD003,cnn,asym,30,0.001,"ch128,k5,poolmax,p0.2",7,14.666,18.718,1212.1,7.6
FD003,cnn,mse,50,0.001,"ch128,k5,poolmax,p0.3",7,14.614,21.466,2206.6,9.1
FD003,cnn,mse,30,0.001,"ch128,k7,poolavg,p0.2",7,12.902,14.471,371.9,11.6
FD003,cnn,asym,50,0.001,"ch128,k7,poolavg,p0.2",7,13.609,15.182,388.4,10.8
FD003,cnn,asym,30,0.001,"ch128,k7,poolavg,p0.3",7,13.222,13.943,316.0,14.0
FD003,cnn,mse,50,0.001,"ch128,k7,poolmax,p0.2",7,13.507,16.606,986.3,9.2
FD003,cnn,mse,30,0.001,"ch128,k7,poolmax,p0.3",7,13.91,17.409,771.5,8.5
FD003,cnn,asym,50,0.001,"ch128,k7,poolmax,p0.3",7,13.188,16.72,919.1,8.3
FD003,lstm,asym,30,0.001,"hid64,layers1,p0.2",7,11.547,13.738,515.9,11.4
FD003,lstm,mse,50,0.001,"hid64,layers1,p0.3",7,10.437,12.855,271.7,14.9
FD003,lstm,mse,30,0.001,"hid64,layers2,p0.2",7,11.267,13.638,593.7,18.3
FD003,lstm,asym,50,0.001,"hid64,layers2,p0.2",7,10.723,14.829,939.8,13.4
FD003,lstm,asym,30,0.001,"hid64,layers2,p0.3",7,10.898,13.423,486.8,17.2
FD003,lstm,mse,50,0.001,"hid64,layers3,p0.2",7,10.79,15.094,1104.7,20.2
FD003,lstm,mse,30,0.001,"hid64,layers3,p0.3",7,11.659,14.387,820.9,14.9
FD003,lstm,asym,50,0.001,"hid64,layers3,p0.3",7,10.506,13.678,369.1,14.8
FD003,lstm,asym,30,0.001,"hid96,layers1,p0.2",7,11.198,14.196,774.3,15.3
FD003,lstm,mse,50,0.001,"hid96,layers1,p0.3",7,10.458,14.549,587.8,20.9
FD003,lstm,mse,30,0.001,"hid96,layers2,p0.2",7,11.339,12.088,249.4,26.0
FD003,lstm,asym,50,0.001,"hid96,layers2,p0.2",7,10.352,14.209,787.5,15.5
FD003,lstm,asym,30,0.001,"hid96,layers2,p0.3",7,12.149,15.258,725.4,16.3
FD003,lstm,mse,50,0.001,"hid96,layers3,p0.2",7,41.934,39.699,16489.0,10.0
FD003,lstm,mse,30,0.001,"hid96,layers3,p0.3",7,11.048,14.831,856.2,22.3
FD003,lstm,asym,50,0.001,"hid96,layers3,p0.3",7,42.121,39.368,13149.4,11.3
FD003,lstm,asym,30,0.001,"hid128,layers1,p0.2",7,11.004,12.828,243.8,33.4
FD003,lstm,mse,50,0.001,"hid128,layers1,p0.3",7,9.884,14.076,362.9,19.5
FD003,lstm,mse,30,0.001,"hid128,layers2,p0.2",7,12.043,14.845,864.5,17.9
FD003,lstm,asym,50,0.001,"hid128,layers2,p0.2",7,10.327,14.489,1033.5,28.0
FD003,lstm,asym,30,0.001,"hid128,layers2,p0.3",7,11.137,13.886,783.4,36.1
FD003,lstm,mse,50,0.001,"hid128,layers3,p0.2",7,41.903,39.864,18002.7,19.8
FD003,lstm,mse,30,0.001,"hid128,layers3,p0.3",7,41.729,41.402,32024.7,32.7
FD003,lstm,asym,50,0.001,"hid128,layers3,p0.3",7,42.179,39.318,12555.0,19.5
FD003,lstm,asym,30,0.001,"hid160,layers1,p0.2",7,11.774,12.983,358.4,54.8
FD003,lstm,mse,50,0.001,"hid160,layers1,p0.3",7,10.294,12.464,277.5,56.7
FD003,lstm,mse,30,0.001,"hid160,layers2,p0.2",7,41.726,41.347,31490.9,25.1
FD003,lstm,asym,50,0.001,"hid160,layers2,p0.2",7,42.053,39.445,13995.5,40.5
FD003,lstm,asym,30,0.001,"hid160,layers2,p0.3",7,41.953,39.991,19138.4,29.1
FD003,lstm,mse,50,0.001,"hid160,layers3,p0.2",7,41.898,40.204,21039.3,62.6
FD003,lstm,mse,30,0.001,"hid160,layers3,p0.3",7,41.751,41.64,34358.6,50.4
FD003,lstm,asym,50,0.001,"hid160,layers3,p0.3",7,42.066,39.429,13825.8,52.8
FD003,gru,asym,30,0.001,"hid64,layers1,p0.2",7,14.148,15.934,977.2,36.6
FD003,gru,mse,50,0.001,"hid64,layers1,p0.3",7,12.264,14.913,918.5,24.9
FD003,gru,mse,30,0.001,"hid64,layers2,p0.2",7,10.702,12.046,233.3,25.4
FD003,gru,asym,50,0.001,"hid64,layers2,p0.2",7,10.293,12.098,234.7,18.7
FD003,gru,asym,30,0.001,"hid64,layers2,p0.3",7,10.813,13.147,283.4,23.1
FD003,gru,mse,50,0.001,"hid64,layers3,p0.2",7,9.959,12.574,244.5,22.7
FD003,gru,mse,30,0.001,"hid64,layers3,p0.3",7,11.308,13.195,309.7,22.2
FD003,gru,asym,50,0.001,"hid64,layers3,p0.3",7,10.097,12.559,261.2,26.7
FD003,gru,asym,30,0.001,"hid96,layers1,p0.2",7,11.086,12.93,266.8,16.5
FD003,gru,mse,50,0.001,"hid96,layers1,p0.3",7,9.71,12.196,241.0,19.5
FD003,gru,mse,30,0.001,"hid96,layers2,p0.2",7,11.441,13.092,345.2,23.3
FD003,gru,asym,50,0.001,"hid96,layers2,p0.2",7,12.253,15.352,407.1,20.5
FD003,gru,asym,30,0.001,"hid96,layers2,p0.3",7,11.133,12.285,292.4,26.9
FD003,gru,mse,50,0.001,"hid96,layers3,p0.2",7,10.174,12.878,267.8,23.5
FD003,gru,mse,30,0.001,"hid96,layers3,p0.3",7,11.012,13.305,315.7,34.9
FD003,gru,asym,50,0.001,"hid96,layers3,p0.3",7,10.439,12.446,243.7,26.1
FD003,gru,asym,30,0.001,"hid128,layers1,p0.2",7,11.334,13.278,331.1,36.2
FD003,gru,mse,50,0.001,"hid128,layers1,p0.3",7,10.854,13.563,358.7,30.4
FD003,gru,mse,30,0.001,"hid128,layers2,p0.2",7,10.982,12.033,282.5,25.6
FD003,gru,asym,50,0.001,"hid128,layers2,p0.2",7,10.052,12.063,216.1,15.3
FD003,gru,asym,30,0.001,"hid128,layers2,p0.3",7,10.93,11.853,255.7,34.0
FD003,gru,mse,50,0.001,"hid128,layers3,p0.2",7,10.196,11.942,249.7,32.9
FD003,gru,mse,30,0.001,"hid128,layers3,p0.3",7,10.777,12.022,279.8,30.7
FD003,gru,asym,50,0.001,"hid128,layers3,p0.3",7,10.136,12.176,235.0,29.2
FD003,bilstm,asym,30,0.001,"hid64,layers1,p0.2",7,11.559,13.235,327.5,21.9
FD003,bilstm,mse,50,0.001,"hid64,layers1,p0.3",7,11.035,14.186,469.5,17.6
FD003,bilstm,mse,30,0.001,"hid64,layers2,p0.2",7,11.752,13.99,918.4,19.6
FD003,bilstm,asym,50,0.001,"hid64,layers2,p0.2",7,11.082,13.252,448.0,20.6
FD003,bilstm,asym,30,0.001,"hid64,layers2,p0.3",7,10.86,13.097,787.8,17.1
FD003,bilstm,mse,50,0.001,"hid96,layers1,p0.2",7,10.627,12.812,314.9,38.0
FD003,bilstm,mse,30,0.001,"hid96,layers1,p0.3",7,11.229,12.827,276.2,19.7
FD003,bilstm,asym,50,0.001,"hid96,layers1,p0.3",7,10.663,12.436,299.5,30.6
FD003,bilstm,asym,30,0.001,"hid96,layers2,p0.2",7,11.526,14.805,792.0,24.3
FD003,bilstm,mse,50,0.001,"hid96,layers2,p0.3",7,10.617,13.035,601.9,43.9
FD003,bilstm,mse,30,0.001,"hid128,layers1,p0.2",7,15.619,18.88,1707.2,27.4
FD003,bilstm,asym,50,0.001,"hid128,layers1,p0.2",7,10.664,13.589,307.1,51.1
FD003,bilstm,asym,30,0.001,"hid128,layers1,p0.3",7,12.605,14.38,526.8,48.2
FD003,bilstm,mse,50,0.001,"hid128,layers2,p0.2",7,10.292,12.673,281.0,67.1
FD003,bilstm,mse,30,0.001,"hid128,layers2,p0.3",7,10.977,13.217,434.5,42.1
FD003,bilstm,asym,50,0.001,"hid128,layers2,p0.3",7,10.643,14.736,622.0,43.0
FD003,cnnlstm,asym,30,0.001,"ch32,hid64,p0.2",7,11.275,13.686,469.7,18.6
FD003,cnnlstm,mse,50,0.001,"ch32,hid64,p0.3",7,11.018,13.495,493.6,19.2
FD003,cnnlstm,mse,30,0.001,"ch32,hid96,p0.2",7,11.228,15.083,986.1,19.0
FD003,cnnlstm,asym,50,0.001,"ch32,hid96,p0.2",7,10.972,13.252,344.4,22.2
FD003,cnnlstm,asym,30,0.001,"ch32,hid96,p0.3",7,11.351,13.812,468.3,19.1
FD003,cnnlstm,mse,50,0.001,"ch32,hid128,p0.2",7,9.718,12.607,311.6,22.1
FD003,cnnlstm,mse,30,0.001,"ch32,hid128,p0.3",7,10.891,14.102,920.9,22.1
FD003,cnnlstm,asym,50,0.001,"ch32,hid128,p0.3",7,10.095,13.209,328.0,16.6
FD003,cnnlstm,asym,30,0.001,"ch64,hid64,p0.2",7,12.795,13.977,748.2,12.4
FD003,cnnlstm,mse,50,0.001,"ch64,hid64,p0.3",7,11.298,14.202,1152.1,12.2
FD003,cnnlstm,mse,30,0.001,"ch64,hid96,p0.2",7,11.776,13.218,864.6,13.6
FD003,cnnlstm,asym,50,0.001,"ch64,hid96,p0.2",7,10.604,14.165,742.5,11.0
FD003,cnnlstm,asym,30,0.001,"ch64,hid96,p0.3",7,11.413,12.922,774.5,13.9
FD003,cnnlstm,mse,50,0.001,"ch64,hid128,p0.2",7,10.445,13.227,932.3,14.5
FD003,cnnlstm,mse,30,0.001,"ch64,hid128,p0.3",7,11.059,14.162,658.0,14.2
FD003,cnnlstm,asym,50,0.001,"ch64,hid128,p0.3",7,9.876,12.602,375.2,15.6
FD003,tcn,asym,30,0.001,"ch32,levels3,p0.1",7,12.251,15.158,764.9,13.9
FD003,tcn,mse,50,0.001,"ch32,levels3,p0.2",7,12.413,15.805,812.6,22.9
FD003,tcn,mse,30,0.001,"ch32,levels4,p0.1",7,12.839,16.157,1066.9,13.3
FD003,tcn,asym,50,0.001,"ch32,levels4,p0.1",7,10.804,14.766,605.9,17.5
FD003,tcn,asym,30,0.001,"ch32,levels4,p0.2",7,12.563,14.771,628.3,18.4
FD003,tcn,mse,50,0.001,"ch32,levels5,p0.1",7,11.127,14.862,765.8,17.4
FD003,tcn,mse,30,0.001,"ch32,levels5,p0.2",7,12.112,14.898,613.1,20.8
FD003,tcn,asym,50,0.001,"ch32,levels5,p0.2",7,11.268,14.609,651.0,20.9
FD003,tcn,asym,30,0.001,"ch32,levels6,p0.1",7,13.022,13.497,558.2,24.8
FD003,tcn,mse,50,0.001,"ch32,levels6,p0.2",7,11.035,13.332,452.5,25.4
FD003,tcn,mse,30,0.001,"ch64,levels3,p0.1",7,12.654,15.745,765.8,19.1
FD003,tcn,asym,50,0.001,"ch64,levels3,p0.1",7,11.906,15.157,419.3,25.6
FD003,tcn,asym,30,0.001,"ch64,levels3,p0.2",7,12.185,16.031,707.5,16.0
FD003,tcn,mse,50,0.001,"ch64,levels4,p0.1",7,12.509,15.535,787.9,13.6
FD003,tcn,mse,30,0.001,"ch64,levels4,p0.2",7,12.376,16.219,767.9,19.2
FD003,tcn,asym,50,0.001,"ch64,levels4,p0.2",7,10.896,14.524,530.9,19.4
FD003,tcn,asym,30,0.001,"ch64,levels5,p0.1",7,11.889,15.302,950.1,15.9
FD003,tcn,mse,50,0.001,"ch64,levels5,p0.2",7,12.026,14.604,918.5,12.6
FD003,tcn,mse,30,0.001,"ch64,levels6,p0.1",7,11.991,14.103,614.1,14.9
FD003,tcn,asym,50,0.001,"ch64,levels6,p0.1",7,11.491,13.957,694.7,17.9
